að	30000
ekki	15000
og	10000
er	7500
fyrir	6000
með	5000
það	4285
sem	3750
hann	3333
hún	3000
við	2727
um	2500
á	2307
frá	2142
hér	2000
nú	1875
allt	1764
skal	1666
get	1578
vil	1500
vera	1428
einn	1363
tveir	1304
þrír	1250
fjórir	1200
fimm	1153
maður	1111
líf	1071
tími	1034
mál	1000
dagur	967
hönd	937
auga	909
orð	882
staður	857
höfuð	833
vinur	810
margir	789
vinna	769
borg	750
jörð	731
land	714
nýr	697
stór	681
vel	666
geta	652
bara	638
jafnvel	625
núna	612
vera	600
segja	588
sjá	576
fara	566
vita	555
vilja	545
gera	535
taka	526
borða	517
samvinna	508
nýsköpun	500
þróun	491
samfélag	483
tækifæri	476
ábyrgð	468
framtíð	461
ríkisstjórn	454
samfélag	447
menntun	441
menning	434
tungumál	428
réttur	422
lög	416
vald	410
heimur	405
ást	400
sannleikur	394
kraftur	389
frelsi	384
þjóð	379
saga	375
von	370
gleði	365
hugsun	361
bók	357
skola	352
vinna	348
hjálp	344
spurning	340
ákvörðun	337
vegur	333
markmið	329
árangur	326
trú	322
sól	319
vatn	315
eldur	312
nótt	309
friður	306
